url,length_url,abnormal_subdomain,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,status
https://surb.madebyhaley.com/htn?tu=Z4NwlG1ocGKclX2mmHKTaIF_YKCDomZjbGKjY31y/amuehlem%40gmx.ch,94,0,75,0,100,0,0,0,0,0,0,0,phishing
https://pannative.blogspot.com/,31,0,23.07692308,0,27.77777778,72.22222222,0,0,0,97.6022567,0,0,legitimate
http://etigroup.az/wp-content/plugins/revslider/languages/o/indexaa.php,71,0,100,0,0,0,0,0,0,100,0,0,phishing
http://www.bionity.com/en/encyclopedia/Digene.html,50,0,76.92307692,0,63.15789474,36.84210526,0,0,0,89.86175115,0,0,legitimate
http://marketinghelper.com.au/themes/sports/wp-content/net/c74c4bf0dad9cbae3d80faa054b7d8ca/,92,0,100,0,0,0,0,0,0,0,0,0,phishing
http://www.mebank.com.au/about-us/resources/everyday-transaction-account-faqs/,78,0,90,0,88.88888889,11.11111111,0,0,0,37.5,0,0,legitimate
https://form.elementform.com/0a4b86bcfd8d414b9fbce0329020508d45549925,69,0,90.90909091,0,0,0,0,0,0,0,0,0,phishing
https://uwwivwhdqgjrauuhsjnznfzjprsdvgaiyojw-dot-gl494903049.wl.r.appspot.com/,78,0,0,0,0,0,0,0,0,0,0,0,phishing
https://www.crossstitch.pk/,27,0,85.71428571,0,84.61538462,15.38461538,0,0,0,61.53846154,0,0,legitimate
http://www.surfacespa.com/au/,29,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.myappwiz.com/home/redirect?targetUrl=http://5.83.162.160/staff,73,0,100,0,0,0,0,0,0,0,0,0,phishing
https://ezoomeranggrow.com/web/english/index.php?email=honeypot@domain.com],75,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.ijtte.com/uploads/2014-09-07/5d577a86-202d-e1a1IJTTE_Vol%204%283%29_4.pdf,84,0,0,0,0,0,0,0,0,0,0,0,legitimate
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/7a2a8f1e1c7c105/?cmd=_update&dispatch=7a2a8f1e1c7c105b9&locale=_US,127,0,100,0,100,0,0,0,0,100,0,0,phishing
http://www.partycity.com/category/party+ideas/birthday/boys/mickey+mouse.do,75,0,76.92307692,0,20.68965517,79.31034483,0,0,0,19.04761905,0,0,legitimate
https://kodi.tv/addons/context-menus,36,0,80,0,0,0,0,0,0,9.090909091,0,0,legitimate
https://www.virzoom.com/,24,0,55.55555556,0,0,100,0,0,0,38.88888889,0,0,legitimate
https://en.wikipedia.org/wiki/Switched_at_Birth_(season_5),58,0,100,0,100,0,0,0,0,68.25396825,0,0,legitimate
https://auduboninstitute-my.sharepoint.com/:o:/g/personal/kramsey_auduboninstitute_org/EveSQu6pzsxOjjLjb-YGjEwBwb6DV_wN9eBMuZghm1jKBw?e=bCYSTA,142,0,44.44444444,0,0,0,0,0,0,100,0,0,phishing
http://singapore.recruit.net/search-interactive-media-designer-jobs,67,0,16.66666667,0,0,100,0,0,1,97.93814433,0,0,legitimate
http://handle.booktobi.com/css/index.html/,42,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.brighant.com/1122?sec=Jochen%20Kuntermann,52,0,0,0,0,0,0,0,0,0,0,0,phishing
https://www.nist.gov/pml/time-and-frequency-division/popular-links/help-radio-controlled-clocks,95,0,90.90909091,0,100,0,0,0,0,56.25,0,0,legitimate
http://www.edisontechcenter.org/Transmission.html,49,0,100,0,100,0,0,0,0,50,0,0,legitimate
https://docs.google.com/forms/d/e/1FAIpQLSfDwn92QVW38Ss-20KziPdDCTGi6S6IH4nAsXeQlGTvdjh4eA/closedform,101,0,37.5,0,0,100,0,0,0,0,0,0,phishing
http://blog.unibulmerchantservices.com/credit-card-transaction-processing-basics/,81,0,44.11764706,0,36.84210526,63.15789474,0,0,0,80,0,0,legitimate
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAN__iRYFuZURVNGMFBTVDZFMjFGUFhVWkM3RzZaR1JVNS4u,132,0,0,0,0,0,0,0,0,0,0,0,phishing
https://www.tabellenexperte.de,30,0,100,0,100,0,0,0,0,92.85714286,0,0,legitimate
http://gockinhnghiem.com/about/,31,0,100,0,0,100,0,0,0,97.14285714,0,0,legitimate
https://en.wikipedia.org/wiki/Network_topology,46,0,100,0,100,0,0,0,0,74.80916031,0,0,legitimate
http://teksty-pesenok.ru/tracey-curtis/tekst-pesni-the-john-peel-song/1606493/,78,0,100,0,0,100,0,0,0,100,0,0,legitimate
http://www.ciclic.fr/,21,0,100,0,100,0,0,0,0,85.71428571,0,0,legitimate
http://ijikc.co.in/rating/KEN7XX7Y0P9/wemail_al.html,52,0,83.33333333,0,100,0,0,0,0,0,0,0,phishing
https://www.tumblr.com/safe-mode?url=https%3A%2F%2Fmc1235711.tumblr.com%2F,74,0,0,0,0,100,0,0,0,0,0,0,legitimate
http://www.strykertoyhaulers.com/wp-admin/js/online/order.php?email%5Cu003dabuse@euroflightinternational.com,108,0,75,0,0,0,0,0,0,0,0,0,phishing
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b31466003a51a2b?cmd=_update&dispatch=b31466003a51a2b07&locale=_,125,0,100,0,100,0,0,0,0,100,0,0,phishing
http://vimall.ru/,17,0,100,0,100,0,0,0,0,96.55172414,0,0,legitimate
http://www.diffen.com/difference/MMS_vs_SMS,43,0,100,0,66.66666667,33.33333333,0,0,0,77.77777778,0,0,legitimate
http://bangla.plus,18,0,85.71428571,0,100,0,0,0,0,12.5,0,0,legitimate
http://jcs.biologists.org/content/joces/117/25/6061.full.pdf,60,0,0,0,0,0,0,0,0,0,0,0,legitimate
https://powerpoint7777.typeform.com/to/tVqZufIj,47,0,87.09677419,0,83.33333333,16.66666667,0,0,0,0,0,0,phishing
http://joshtobye.com/3.mtb.com/www3.mtb.com/emsslv9082.php?YmjBYuHwX9i3fqlQEfWPf514qjqXpr6tN4KRN4j1rFLK3BwXJQJGDsFL9aKbrYAJLPYDh8nuP3gxmumzrfWbqaOBPk7oD0GJPYfPxtOEE18IaF2iH0SGv9nM5DjwqVdCH69VQo6J9x0QDNDyNWJi6XxRfbQQyV4z6ivS1H8Y2tQ7e8u87WpBdKAzjb319BX2prmMyk5f,259,0,100,0,0,0,0,0,0,0,0,0,phishing
http://disney.wikia.com/wiki/The_Mickey_Mouse_Club,50,0,25,0,43.03797468,56.96202532,0,0,0,13.43283582,0,0,legitimate
https://docs.google.com/forms/d/e/1FAIpQLSd8PwJ0urcuN-J-97ONvbNKgTGoDxjmFI-Xl8bcjptdhTZUUA/viewform?usp=send_form,113,0,37.5,0,0,100,0,0,0,0,0,0,phishing
https://www.alquileres.com.py/completed/Dropbox/wp-incllude/,60,0,100,0,0,0,0,0,0,63.63636364,0,0,phishing
http://www.healmedicaltrauma.com/match/,39,0,7.692307692,0,33.33333333,66.66666667,0,0,0,3.333333333,0,0,phishing
https://soportedinamic.webcindario.com/,39,0,0,0,0,100,0,0,0,0,0,0,phishing
https://www.hornguys.com/,25,0,85,0,95.45454545,4.545454545,0,0,0,0,0,0,legitimate
http://grandbettinggir2.blogspot.com,36,0,0,0,0,0,0,0,0,14.28571429,0,0,phishing
http://hasmob.com/assurance/alibaba.com/Login.htm,49,0,33.33333333,0,75,25,0,0,0,32.3943662,0,0,phishing
http://xahlee.info/kbd/dvorak_vs_colemak.html,45,0,66.66666667,0,100,0,0,0,0,0,0,0,legitimate
https://developer.mozilla.org/en-US/docs/Web/API/Web_Speech_API,63,0,88.46153846,0,0,0,0,0,0,65.2173913,0,0,legitimate
http://supremecourt.gov.np/web/,31,0,50,0,100,0,0,0,0,42.42424242,0,0,legitimate
http://desomnis.tumblr.com,26,0,100,0,0,0,0,0,0,0,0,0,legitimate
http://fastfoodgozo.rs/a/yahoo/login.php,40,0,20,0,80,20,0,0,0,0,0,0,phishing
http://sucursalpersonastransaccionesbancolombiacom.small-business-solutions.biz/,80,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.mamasvib.com/,24,0,42.85714286,0,91.66666667,8.333333333,0,0,0,26.66666667,0,0,legitimate
http://www.vantaiduccuong.com/dab/outl/,39,0,100,0,0,0,0,0,0,50,0,0,phishing
http://scqijie.com/wp-content/themes/chigue/immowelt.de-sign-in,63,0,60,0,0,100,0,0,0,100,0,0,phishing
http://www.japanese-buddhism.com/noble-eightfold-path.html,58,0,80,0,100,0,0,0,0,85.71428571,0,0,legitimate
https://for-sale.yakaz.com/digital-cameras,42,0,60,0,100,0,0,0,0,0,0,0,legitimate
http://dgfhjgjrt65756hggree.clearpointsupplies.com/fhdfyrurthftf/,65,0,100,0,0,0,0,0,0,100,0,0,phishing
https://servicefacture.blogspot.com/2020/04/blog-post_10.html,61,0,0,0,20,80,0,0,0,26.66666667,0,0,phishing
http://grandmarketltd.co.uk/wp-includes/inozfoZ/noande/paypal/59c0d7ceb90328d92e80f4e1f3646b99/view/login.php,109,0,100,0,0,0,0,0,0,0,0,0,phishing
http://teamwlg.com/aa209Page/aa209Page/cmd-login=2fa960a1990a231b18bfe6368da9c911/valid.php?src=DluZDluZHNmNDBlb2RzaDluZHNmNDDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbHNmNDBlb2RzaTRDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbpZWprMzBka2prZWtjamtkIGNuZmk0bmZpbZWppZXdpb2U5NDluZHNmNDBlb2RzaTRpZWprMzBka2prZWtjamtkIGNuZmk0bmZpb25ja29uc2NrIGtjIGtqIHZqayBj?email=,404,0,0,0,100,0,0,0,0,50,0,0,phishing
http://biddle-air.co.uk,23,0,80,0,80,20,0,0,0,50,0,0,legitimate
https://tlcmgmt-my.sharepoint.com/:u:/p/hfa_ashton/EWhkFFHqP-9HpEcF2N6aAHgBmUwPHZaxjTCELjuqRIaejA?e,99,0,7.692307692,0,0,0,0,0,0,0,0,0,phishing
https://www.ademforcongress.com/,32,0,53.84615385,0,0,100,0,0,0,31.57894737,0,0,legitimate
https://edu-src.msu.ac.th/clinic/wp-includes/rest-api/fields/--/pontosvalidos/home.php,86,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.nationsonline.org/oneworld/map/google_map_Nice.htm,61,0,75,0,100,0,0,0,0,11.11111111,0,0,legitimate
http://www.innovativephp.com/,29,0,100,0,0,0,0,0,0,100,0,0,legitimate
http://surfeventsco.com/cgi-/,29,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.thefreedictionary.com/active+transport,49,0,61.53846154,0,100,0,0,0,0,53.33333333,0,0,legitimate
https://helpathome.jobs.net/,28,0,66.66666667,0,100,0,0,0,0,33.33333333,0,0,legitimate
https://hoosevents.com/https:/impotsgouvfr/da674af0e12b648d840048f71cb0dfb0,75,0,85.71428571,0,100,0,0,0,0,85.71428571,0,0,phishing
https://dpfoidspoifopdsifpoi.blogspot.com/,42,0,0,0,0,0,0,0,0,25,0,0,phishing
https://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php,72,0,75,0,0,0,0,0,0,0,0,0,phishing
https://www.scubaearth.com/Default.aspx,39,0,100,0,83.33333333,16.66666667,0,0,0,80,0,0,legitimate
http://www.cndoubleegret.com/admin/secure/cmd-login=8e624428269b1e296f49085bd6b42d28/?reff=OWQzZTM3MjQ1MzMzMjAwNTg2MDA4NjJhYjQzNDZhMWY=,135,0,66.66666667,0,100,0,0,0,0,20,0,0,phishing
http://www.yourdictionary.com/legislative-session,49,0,100,0,100,0,0,0,0,91.66666667,0,0,legitimate
https://bbvaconsultas.com/,26,0,0,0,0,0,0,0,0,0,0,0,phishing
https://ocurenc.com/,20,0,100,0,100,0,0,0,0,100,0,0,phishing
https://www.helloprint.nl/,26,0,73.58490566,0,4.761904762,95.23809524,0,0,0,0,0,0,legitimate
https://www.portablefreeware.com/?id=1300,41,0,94.44444444,0,100,0,0,0,0,100,0,0,legitimate
http://www.weightgaintruth.com/,31,0,40,0,0,100,0,0,0,0,0,0,legitimate
http://www.goodhopeservices.com/update/,39,0,75,0,100,0,0,0,0,100,0,0,phishing
http://www.landscape-design-advisor.com/planning/virtual-design/virtual-sample-plans,84,0,42.85714286,0,0,0,0,0,0,40,0,0,legitimate
http://bowmanconsultinggroup-my.sharepoint.com/:b:/g/personal/rbennett_bowmanconsulting_com/EVTdtEH1IU1LoyyBZJv-0lQBQthXG9De7FHgSMB0Uto5vw?e=4:PwCnqu&amp;at=9,158,0,7.692307692,0,0,0,0,0,0,0,0,0,phishing
https://www.1and1.com/whois-domain-lookup,41,0,45,0,50.67567568,49.32432432,0,0,0,25,0,0,legitimate
https://billingservice-ee.com/account/index?ac=ee,49,0,88.23529412,0,0,0,0,0,0,84.32432432,0,0,phishing
https://www.boilersupplies.com/,31,0,69.23076923,0,98.85057471,1.149425287,0,0,0,97.79005525,0,0,legitimate
http://bibliateologiaefilosofia.blogspot.com/,45,0,0,0,9.090909091,90.90909091,0,0,0,36.84210526,0,0,legitimate
http://apple.com.aieuv.cn/mim/4u220j18s43i590rr8485m4e85v375gbm903392982898s7926.html,85,0,0,0,0,0,0,0,0,0,0,0,phishing
http://outlook-webapp-portal.el.r.appspot.com/wp-content/xp.php,63,0,0,0,20,80,0,0,0,25,0,0,phishing
https://seconfin.com/ab/CNC/en.php?.rand=13InboxLight.aspx?n=1774256418&email=JTAl&fid=1&fid=4&rand=13InboxLightaspxn.1774256418#n=1252899642&fid=1&fav=1,153,0,0,0,0,0,0,0,0,0,0,0,phishing
https://www.microsoft.com/en-gb/store/p/itv-hub/9wzdncrfhzh7,60,0,31.81818182,0,9.090909091,90.90909091,0,0,0,66.66666667,0,0,legitimate
http://updatequota.byethost5.com/form.php,41,0,100,0,0,0,0,0,0,0,0,0,phishing
https://solitariospider.es,26,0,100,0,66.66666667,33.33333333,0,0,0,0,0,0,legitimate
http://www.encyclo.co.uk/meaning-of-LATENCY,43,0,94.73684211,0,0,0,0,0,0,1.754385965,0,0,legitimate
https://www.officialliker.co/,29,0,0,0,0,0,0,0,0,75,0,0,phishing
https://glueturn.nn.r.appspot.com/off365.html?payment%20codeAAQkADUyYzNhODUwLTAwNzYtNGE2YS04YWQ1LWI2Yjg5MWY5NzM2ZAAQADKpx%20lv1KxDr2OE5uAPrZw=,142,0,33.33333333,0,33.33333333,66.66666667,0,0,0,100,0,0,phishing
http://www.abdnepal.com/etigrade/ebill/login.php,48,0,100,0,0,0,0,0,0,100,0,0,phishing
http://www.tucontaweb.com/Nachprufung,37,0,100,0,100,0,0,0,0,44.44444444,0,0,phishing
http://assembly.ca.gov/committees,33,0,100,0,100,0,0,0,0,78.57142857,0,0,legitimate
http://mundovirtualhabbo.blogspot.com/2009_01_01_archive.html,61,0,0,0,0,100,0,0,0,12.19512195,0,0,phishing
https://www.hyperride.co.nz/,28,0,80,0,24.24242424,75.75757576,0,0,0,33.33333333,0,0,legitimate
https://tools.ietf.org/html/1459,32,0,66.66666667,0,0,0,0,0,0,99.75124378,0,0,legitimate
https://www.iptvultra.com/,26,0,27.27272727,0,2.127659574,97.87234043,0,0,0,20,0,0,legitimate
https://www.edrawsoft.com/Local-Area-Network.php,48,0,0,0,0,100,0,0,0,73.68421053,0,0,legitimate
http://secureupdate.appleld.com.duilawyeryork.com/ap/0fbb11329a3b4b3/?cmd=_update&dispatch=0fbb11329a3b4b36b&locale=_US,119,0,100,0,0,0,0,0,0,100,0,0,phishing
http://yovcxm.com/chase/Chase/c3de889c703936d808fc0dc86f8c3b34,62,0,100,0,100,0,0,0,0,100,0,0,phishing
http://78.143.96.35/wordpress/gam/index.php?bidderblocklogin=,61,1,0,0,0,100,0,0,0,30.76923077,0,0,phishing
https://www.groove.pl/,22,0,70,0,100,0,0,0,0,0,0,0,legitimate
http://www.sysprobs.com/best-free-music-downloads-for-android-cell-smart-phones,79,0,92.30769231,0,25,75,0,0,0,47.36842105,0,0,legitimate
https://www.slanguide.com/what-does-sms-mean/,45,0,82.60869565,0,66.66666667,33.33333333,0,0,0,100,0,0,legitimate
https://www.youtube.com/watch?v=HlsHu9aD9_s,43,0,65.2173913,0,100,0,0,0,0,0,0,0,legitimate
https://www.marsbahis234.com/tr/,32,0,100,0,0,0,0,0,0,0,0,0,phishing
http://jmockit.github.io,24,0,100,0,0,0,0,0,0,0,0,0,legitimate
https://www.all-about-psychology.com/,37,0,88.46153846,0,0,0,0,0,0,10,0,0,legitimate
https://rainbow-walker.com/img/event/svg/path/,46,0,80,0,0,100,0,0,0,0,0,0,phishing
http://www.topgaysongs.com/facebook_icon,40,0,100,0,0,0,0,0,0,50,0,0,legitimate
http://pixel.baltic-dragon.ru/PLUGS/GeneralDomain/,50,0,0,0,0,0,0,0,0,0,0,0,phishing
http://www.zamzar.com/convert/mp3-to-wav,40,0,100,0,100,0,0,0,0,63.15789474,0,0,legitimate
http://www.audioenglish.org/dictionary/german_luftwaffe.htm,59,0,20,0,100,0,0,0,0,100,0,0,legitimate
https://www.downloadsarab.com/,30,0,90.90909091,0,0,0,0,0,0,86.20689655,0,0,legitimate
https://rebrand.ly/w1lrupp,26,0,33.33333333,0,0,100,0,0,0,0,0,0,phishing
https://www.nuix.com/,21,0,90.90909091,0,98.30508475,1.694915254,0,0,0,76.92307692,0,0,legitimate
http://www.homeandlearn.org/open_a_text_file_in_vba.html,56,0,100,0,0,0,0,0,0,0,0,0,legitimate
http://www.incom.ru/,20,0,84.21052632,0,100,0,0,0,0,75,0,0,legitimate
https://binanceofficialdex.com/,31,0,0,0,0,0,0,0,0,0,0,0,phishing
https://heryerdenoyna.com/?jumpid=sc_i6qf3r1g2c,47,0,100,0,100,0,0,0,0,0,0,0,phishing
http://evrognosi.gr/domains/evrognosi/images/de/,48,0,0,0,0,100,0,0,0,0,0,0,phishing
http://docsfile321937sec83875948yr20n.wm.r.appspot.com/,55,0,0,0,100,0,0,0,0,100,0,0,phishing
https://softkinetic-com-dot-gl494903049.wl.r.appspot.com/,57,0,0,0,0,0,0,0,0,0,0,0,phishing
https://www.facebook.com/TheGraphicsFairy/,42,0,22.22222222,0,0,100,0,0,0,100,0,0,legitimate
https://www.families.com/,25,0,50,0,0,0,0,0,0,60,0,0,legitimate
http://iflix.top,16,0,66.66666667,0,0,0,0,0,0,100,0,0,legitimate
http://intersong-lyrics.blogspot.com,36,0,17.64705882,0,3.03030303,96.96969697,0,0,0,38.7755102,0,0,legitimate
https://www.sejapremium.com.br/,31,0,0,0,100,0,0,0,0,75,0,0,legitimate
http://www.google.co.in/patents/US4394828,41,0,62.5,0,0,100,0,0,0,0,0,0,legitimate
http://twowheelcool.com/twitter.com/login9ed2.html?lang=en,58,0,95.91836735,0,100,0,0,0,0,60,0,0,phishing
http://informacje24-alert.eu/weryfikacja/mobile,47,0,100,0,100,0,0,0,0,100,0,0,phishing
https://www.youtube.com/user/VoltaireMusicPage,46,0,56,0,0,0,0,0,0,0,0,0,legitimate
http://www.rbelectricidad.cl/ihrfall3734169042114406&cgi3-viewkontakt-3734169042114406-007acctpagetype-3734169042114406=23599-problema&info@agrarking.de.html,157,0,66.66666667,0,100,0,0,0,0,0,0,0,phishing
https://livrodosmediuns.wordpress.com/,38,0,71.42857143,0,0,100,0,0,0,0,0,0,legitimate
https://bankcampuscareers.tal.net/vx/lang-en-GB/candidate/application/292496,76,0,100,0,75,25,0,0,0,10,0,0,phishing
https://www.npmjs.com/node-red,30,0,0,0,0,100,0,0,0,53.33333333,0,0,legitimate
https://peuveredta.files.wordpress.com/2015/10/u-verse-residential-gateway-user-guide.pdf,89,0,0,0,0,0,0,0,0,0,0,0,legitimate
http://piripiriormskirk.co.uk,29,0,60,0,0,0,0,0,0,73.68421053,0,0,legitimate
http://bbgeeks.com/.f/?WejaSaoPKN,33,0,0,0,0,0,0,0,0,0,0,0,phishing
http://resources.infosecinstitute.com/session-hijacking-cheat-sheet/,68,0,18.18181818,0,33.33333333,66.66666667,0,0,0,66.66666667,0,0,legitimate
http://www.contextures.com/excelhyperlinkfunction.html,54,0,83.33333333,0,100,0,0,0,0,93.93939394,0,0,legitimate
http://www.mutuo.it,19,0,0,0,0,100,0,0,0,100,0,0,legitimate
http://www.Cisco.com/c/en/us/support/docs/security/asa-5500-x-series-next-generation-firewalls/118050-config-bgp-00.html,120,0,100,0,100,0,0,0,0,83.33333333,0,0,legitimate
http://www.gaudi.ch/GaudiLabs/?page_id=19,41,0,50,0,0,0,0,0,0,0,0,0,legitimate
https://www.ovcmt.com/,22,0,83.33333333,0,95.23809524,4.761904762,0,0,0,18.18181818,0,0,legitimate
http://www.rsmultibox.com/download/,35,0,100,0,100,0,0,0,0,0,0,0,phishing
http://www.grup-whatsapp-invite.zzux.com/,41,0,81.81818182,0,100,0,0,0,0,0,0,0,phishing
https://mailserver67187.uc.r.appspot.com,40,0,0,0,0,0,0,0,0,0,0,0,phishing
https://www.vitalitymedical.com/,32,0,20,0,33.33333333,66.66666667,0,0,0,50,0,0,legitimate
http://moriwajin.blogspot.com/,30,0,0,0,0,100,0,0,0,69.59064327,0,0,legitimate
http://smallbusiness.chron.com/usb-printer-port-adapter-50688.html,66,0,90,0,50,50,0,0,0,21.73913043,0,0,legitimate
http://saigonsportcity.com/wp-content/plugins/Chasesupdate/,59,0,0,0,0,0,0,0,0,0,0,0,phishing
https://moviestarplanet.dk/,27,0,79.31034483,0,90.90909091,9.090909091,0,0,0,81.81818182,0,0,legitimate
https://en.wikipedia.org/wiki/LATAM_Chile,41,0,100,0,100,0,0,0,0,67.45283019,0,0,legitimate
http://www.ranker.com/list/full-cast-of-dynasty-cast-list-for-the-show-dynasty/reference,88,0,92.45283019,0,100,0,0,0,0,0,0,0,legitimate
http://www.encyclopedia.com/earth-and-environment/atmosphere-and-weather/atmospheric-and-space-sciences-atmosphere/ionosphere,125,0,100,0,100,0,0,0,0,63.46153846,0,0,legitimate
https://steamcomnmmunity.ru.com/,32,0,100,0,0,0,0,0,0,0,0,0,phishing
http://timeless-uptime.sr/,26,0,0,0,0,0,0,0,0,0,0,0,phishing
http://secure.heritageinvestmentbank.com/,41,0,100,0,33.33333333,66.66666667,0,0,0,0,0,0,phishing
https://twitter.com/pathtrain,29,0,50,0,0,0,0,0,0,0,0,0,legitimate
