url,Having_subdomains,domain_age,dns_record,web_traffic,page_rank,google_index,nb_hyperlinks,stat_reports,status
http://jmockit.github.io,2,2695,1,1618926,4,0,13,-1,0
https://www.all-about-psychology.com/,2,4544,1,976135,5,0,115,-1,0
https://rainbow-walker.com/img/event/svg/path/,2,885,1,146280,0,1,20,1,1
http://www.topgaysongs.com/facebook_icon,2,-1,1,8095,3,1,79,-1,0
http://pixel.baltic-dragon.ru/PLUGS/GeneralDomain/,1,4250,1,142703,1,1,0,1,1
http://www.zamzar.com/convert/mp3-to-wav,2,5290,1,1547,5,0,67,-1,0
http://www.audioenglish.org/dictionary/german_luftwaffe.htm,1,2685,1,188662,4,0,32,-1,0
https://www.downloadsarab.com/,2,1309,1,542841,2,0,34,-1,0
https://rebrand.ly/w1lrupp,2,2139,1,309382,7,1,8,1,1
https://www.nuix.com/,2,-1,1,927106,5,0,171,-1,0
http://www.homeandlearn.org/open_a_text_file_in_vba.html,1,4358,1,222053,3,0,4,-1,0
http://www.incom.ru/,2,8311,1,260730,4,0,259,-1,0
https://binanceofficialdex.com/,2,315,0,107123,0,0,3,1,1
https://heryerdenoyna.com/?jumpid=sc_i6qf3r1g2c,2,604,0,119297,0,0,23,1,1
http://evrognosi.gr/domains/evrognosi/images/de/,2,-1,0,144003,1,1,3,1,1
http://docsfile321937sec83875948yr20n.wm.r.appspot.com/,4,5615,0,113887,5,1,22,1,1
https://softkinetic-com-dot-gl494903049.wl.r.appspot.com/,4,5626,0,115232,5,1,0,1,1
https://www.facebook.com/TheGraphicsFairy/,2,8516,1,8,10,0,153,-1,0
https://www.families.com/,2,9041,1,1936483,4,0,14,-1,0
http://iflix.top,2,41,1,5513,1,0,13,-1,0
http://intersong-lyrics.blogspot.com,2,7299,1,1229372,5,0,224,-1,0
https://www.sejapremium.com.br/,1,-1,1,2687983,2,0,67,1,0
http://www.google.co.in/patents/US4394828,1,6238,1,62,8,1,132,-1,0
http://twowheelcool.com/twitter.com/login9ed2.html?lang=en,3,3140,0,148641,3,1,155,1,1
http://informacje24-alert.eu/weryfikacja/mobile,2,-1,0,109216,0,1,24,1,1
https://www.youtube.com/user/VoltaireMusicPage,2,5635,1,2,10,0,55,-1,0
http://www.rbelectricidad.cl/ihrfall3734169042114406&cgi3-viewkontakt-3734169042114406-007acctpagetype-3734169042114406=23599-problema&info@agrarking.de.html,4,-1,0,116143,0,1,31,1,1
https://livrodosmediuns.wordpress.com/,2,7449,1,3506,8,0,102,-1,0
https://bankcampuscareers.tal.net/vx/lang-en-GB/candidate/application/292496,2,8047,0,22244,2,1,25,1,1
https://www.npmjs.com/node-red,2,3777,1,6328,7,0,50,-1,0
https://peuveredta.files.wordpress.com/2015/10/u-verse-residential-gateway-user-guide.pdf,4,7448,1,385,8,0,136,-1,0
http://piripiriormskirk.co.uk,2,3486,1,7182,2,0,32,-1,0
http://bbgeeks.com/.f/?WejaSaoPKN,2,4886,0,138556,4,1,0,1,1
http://resources.infosecinstitute.com/session-hijacking-cheat-sheet/,2,6126,1,14444,4,0,60,-1,0
http://www.contextures.com/excelhyperlinkfunction.html,1,7188,1,22333,4,0,99,-1,0
http://www.mutuo.it,2,7529,1,7846,1,0,98,-1,0
http://www.Cisco.com/c/en/us/support/docs/security/asa-5500-x-series-next-generation-firewalls/118050-config-bgp-00.html,1,12126,1,1001,7,0,137,-1,0
http://www.gaudi.ch/GaudiLabs/?page_id=19,2,-1,1,4254948,4,0,21,-1,0
https://www.ovcmt.com/,2,7912,1,3532336,2,0,168,-1,0
http://www.rsmultibox.com/download/,1,78,1,117268,0,0,2,1,1
http://www.grup-whatsapp-invite.zzux.com/,3,7189,1,481145,1,1,103,1,1
https://mailserver67187.uc.r.appspot.com,4,5614,1,142125,5,0,0,1,1
https://www.vitalitymedical.com/,2,7453,1,16938,5,0,393,-1,0
http://moriwajin.blogspot.com/,2,7299,1,1741827,5,0,210,-1,0
http://smallbusiness.chron.com/usb-printer-port-adapter-50688.html,1,11048,1,546,6,0,69,-1,0
http://saigonsportcity.com/wp-content/plugins/Chasesupdate/,2,1422,1,132431,0,1,0,1,1
https://moviestarplanet.dk/,2,4633,1,1218702,2,0,69,-1,0
https://en.wikipedia.org/wiki/LATAM_Chile,2,7132,1,12,7,0,1133,-1,0
http://www.ranker.com/list/full-cast-of-dynasty-cast-list-for-the-show-dynasty/reference,2,7413,1,2183,7,0,308,-1,0
http://www.encyclopedia.com/earth-and-environment/atmosphere-and-weather/atmospheric-and-space-sciences-atmosphere/ionosphere,2,8217,1,8686,5,0,165,-1,0
https://steamcomnmmunity.ru.com/,1,-1,1,136636,2,1,7,1,1
http://timeless-uptime.sr/,1,-1,1,123666,0,1,0,1,1
http://secure.heritageinvestmentbank.com/,2,232,1,143877,0,1,19,1,1
https://twitter.com/pathtrain,2,7489,1,63,10,0,25,-1,0
http://www.lastingredient.com/,2,3295,1,1759878,4,0,41,-1,0
https://en.wikipedia.org/wiki/List_of_Microsoft_software,2,7134,1,13,7,0,719,-1,0
http://www.ijcte.org/papers/503-G1326.pdf,1,3995,1,872336,4,0,61,-1,0
http://eve292929.dothome.co.kr/1122/?sec=OberHinrich,3,5984,1,17696,3,1,0,1,1
https://www.computerhope.com/asoftwar.htm,1,8048,1,2615,6,0,887,-1,0
http://zonasegurabcp.movil-viabcp.com/bcp/iniciar-sesion,2,143,1,105999,0,1,0,1,1
http://www.mobiliablog.com.au/cripy/bash/yh/yahoo.html,4,-1,1,140193,0,1,4,1,1
http://grup-bokepwa-terbaru90.000webhostapp.com/login.php,3,1547,1,4639,2,1,33,1,1
https://ru.wikipedia.org/wiki/IRC,2,7130,1,12,7,0,543,-1,0
http://www.pcworld.com/article/141803/article.html,1,10316,1,3494,7,0,207,-1,0
https://thebloggersociety.com/dropbox.com-secure-file-view/Hello/yahoo,2,1202,1,111491,0,1,23,1,1
http://www.vantaiduccuong.com/kom/Gdoccc/,2,385,0,127094,0,1,8,1,1
https://sore-modabe.web.app/,1,561,0,115827,2,1,0,1,1
http://addressingtheunaddressedindiafoundation.com/wp-admin/user/bankofamerica/empass.php,2,330,0,105871,0,1,3,1,1
https://u.to/THUiGA,2,-1,0,35701,6,1,0,1,1
https://thedrinkawaretrust-my.sharepoint.com/:b:/g/personal/amoseley_drinkaware_co_uk/EbjcVJLg3fdGqp4bJS3tVCoB1DT0PqulmB-JIb9HUAO8MQ?e=moalEx,1,8019,0,118251,4,1,19,1,1
http://translate.sogoucdn.com/pcvtsnapshotorigin?_t=1527230263291&amp;from=en&amp;noTrans=0&amp;query=&amp;tabMode=1&amp;tfr=englishpc&amp;to=zh-CHS&amp;url=https://www.wellsfargo.com,4,2568,0,51291,1,1,68,1,1
http://armorgames.com/category/adventure,2,5411,1,6098,5,0,136,-1,0
https://www.lotstosave.com/,2,1251,1,6606150,2,0,255,-1,0
https://www.britannica.com/place/India,2,9174,1,625,7,0,510,-1,0
http://shalompennington.com/,2,7289,0,101875,1,0,60,1,1
http://jp.win-install.info/microsoft-excel,2,924,0,128743,2,1,7,1,1
http://www.my-car.info/,2,-1,1,9333,1,0,37,-1,0
https://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/9ecf8c7e7d32f27?cmd=_update&dispatch=9ecf8c7e7d32f2762&locale=_US,5,4004,0,5828815,0,1,4,1,1
http://www.math.com/students/calculators/source/basic.htm,1,7988,1,24244,4,0,64,-1,0
http://install.spotpos.com/ThinClient/HP%20Thin%20Client%20Install.pdf,1,-1,1,1106852,4,1,22,-1,0
https://ezankedglaucoma.com/vvssvv/0ffice!/login.php,2,59,0,142777,0,1,12,1,1
http://www.transcorp.net/PDF/,2,7812,0,102271,0,1,3,1,1
https://ewi.my.salesforce.com/a1L0b000007sEYK?fromEmail=1&amp;s1oid=00D300000001O56&amp;s1nid=000000000000000&amp;s1uid=00530000000jzA5&amp;s1ext=0&amp;emkind=chatterUnifiedUserDigest&amp;emtm=1544247073991,3,7905,0,155,7,1,0,1,1
https://en.wikipedia.org/wiki/File_Transfer_Protocol,2,7132,1,12,7,0,635,-1,0
http://eventskin.lucky76.ml/,2,-1,0,147003,0,1,34,1,1
http://www.dosbox.com/wiki/Software,2,6977,1,120226,5,0,95,-1,0
http://moc-kompetensresurs.se/wp-includes/Text/update/app/index,2,2809,0,117535,0,1,590,1,1
http://login-microsoft-0nline.ts.r.appspot.com/wp-content/xp.php,5,5615,0,149673,5,1,22,1,1
http://www.chezlesdudu.com/includes/HNB/SLogin.htm,3,3534,0,136282,1,1,40,1,1
http://www.binbert.com/blog/2010/05/differences-between-cat5-cat5e-cat6-and-cat6e-cables/,2,5019,1,2166138,4,0,15,-1,0
http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃÂ protected]tageapp.com/-/www.paypal.com/cgi-bin,4,798,0,109287,0,1,503,1,1
http://aksoydanismanlik.com/microsoft/microsoft,2,4322,0,108666,0,1,5,1,1
http://mockup.metradigitalmedia.com/ts/fonts,2,2724,0,122778,0,1,22,1,1
http://accofestival.co.il/am/googledocs/index.php/files/files/otherx.jpg/files/otherx.jpg/files/style.htm/files/files/style.htm/files/files/files/files/files/files/files/files/files/files/files/style.htm,8,-1,0,8902890,4,1,130,1,1
http://www.imdb.com/Title?0096641,2,8964,1,70,8,0,584,-1,0
https://check-security-team.com/Amazon/8bef379b45ef300/login.php,2,-1,0,142550,0,1,28,1,1
https://twitter.com/optionsxpress,2,7491,1,63,10,1,25,-1,0
http://office365-0nedrive-portal.el.r.appspot.com/wp-content/css.php,5,5616,0,138524,5,1,21,1,1
https://knowingalmightygod.wordpress.com/,2,7447,1,4311,8,0,152,-1,0
https://www.calciodonne.it/,2,7087,1,2443586,4,0,1341,-1,0
http://www.diystompboxes.com/smfforum/index.php?topic=38449.0,4,6923,1,466083,5,0,30,-1,0
http://richmondelt.es,2,-1,1,9127641,3,0,93,-1,0
https://www.haciserif.com.tr/,1,3477,1,7290834,2,0,138,-1,0
