URL,Length,Result
http://tripleagency.xyz/p/pp/Sign-in,36,-1
https://pfcl.co.za/wp-admin/verify/paypal/activate/Update/index.php...,70,-1
https://pfcl.co.za/wp-admin/verify/paypal/activate/Update/app/index...,70,-1
https://ameriicanasemcasa.com/MeusProdutos/Prefetch.php?skullid=144202...,73,-1
http://ofertas-so-hoje-com.ddnslive.com/megaofertaimperdiveis/TVSAMSUN...,73,-1
https://wenco.co.za/wp-admin/verify/paypal/Update/app/index...,62,-1
https://wenco.co.za/wp-admin/verify/paypal/Update/index.php...,62,-1
http://atenditod2.sslblindado.com/BradescoToken/favorits/...,60,-1
https://atenditod2.sslblindado.com/BradescoToken/favorits...,60,-1
https://storage.googleapis.com/ourtime-security-center.appspot.com/%25...,73,-1
https://irs-gov.uc.r.appspot.com,32,-1
https://hmoai-shared.com/ViewHmoai-Shared/SharedInfo...,55,-1
https://beteebetgiris.blogspot.com/,35,-1
http://beteebetgiris.blogspot.com,33,-1
https://portsmouth.buzz/zonebiz/images/zock.php?irs.gov/coronavirus-ta...,73,-1
https://irs-gov.uc.r.appspot.com/irs.php?irs.gov/coronavirus-tax-relie...,73,-1
https://pogodasub.com/2Ge6I0rd/4p0OksK6-inteligo/login.php?pid=z6hZnA...,72,-1
https://pogodasub.com/2Ge6I0rd/Ly6I98Se-ipko/login.php?pid=z6hZnA...,68,-1
https://pogodasub.com/2Ge6I0rd/hz6hZnA,38,-1
https://resicorphome.com/brian/srr/austin/,42,-1
https://kurier24-oplata.com/PzVxLK7l/WdJslUDi-inteligo/login.php?pid=z...,73,-1
https://kurier24-oplata.com/PzVxLK7l/3l0C88s4-ipko/login.php?pid=z6hZn...,73,-1
https://kurier24-oplata.com/PzVxLK7l/hz6hZnA,44,-1
http://pages-user-blocked2.cf/,30,-1
https://v.ht/7pzM,17,-1
http://cashappstimulus.com/,27,-1
https://adampaczka.com/oplata98,31,-1
http://attlogins.yolasite.com/,30,-1
http://91.240.85.235/sparkasse.de.html,38,-1
http://soporttttvirtua.atwebpages.com/login.php...,50,-1
https://aczvsczs.000webhostapp.com/login.htm,44,-1
https://eviteoperigocompreonlineaqui.com/oferta-do-dia/322120771/?gela...,73,-1
http://atenditod2.sslblindado.com/BradescoToken/favorits...,59,-1
https://ibraibraa.000webhostapp.com/recovery-Ibrai.html...,58,-1
https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05...,73,-1
https://pt.cam.exposed/,23,-1
https://it.cam.exposed/,23,-1
https://ru.cam.exposed/,23,-1
https://es.cam.exposed/,23,-1
https://fr.cam.exposed/,23,-1
https://de.cam.exposed/,23,-1
http://acc-notification-security.my.id/,39,-1
https://bit.ly/2SJ2DIP,22,-1
http://fbs101088810-com.preview-domain.com/,43,-1
https://www.paypaypunsejp.com/,30,-1
https://blandaflats.buzz/tim/eAgqsVqudR7WF5Au65n6PIimvgHMtXEiyUTzlsAVc...,73,-1
http://srv88182.ht-test.ru/working/[email protected],52,-1
http://grupo-bancolombia.com,28,-1
http://grupo-bancolombia.com/,29,-1
https://allsenditnow.weebly.com/,32,-1
https://apzscdz.000webhostapp.com/login.htm,43,-1
http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/...,68,-1
https://account-update.mixh.jp/amazon.co.jp/,44,-1
https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564...,73,-1
https://aolfbsetting.wixsite.com/setting,40,-1
https://settingfb71.webnode.com/,32,-1
https://sistem-in-kunci.webnode.com/,36,-1
https://elina-reimane.000webhostapp.com/recovery-inbox-.html...,63,-1
https://pintsizedtreasures.com/wp-includes/IXR/PayPal/...,57,-1
https://pintsizedtreasures.com/wp-includes/IXR/PayPal/app/index...,66,-1
https://vevobahsgirisim.blogspot.com/,37,-1
http://vevobahsgirisim.blogspot.com,35,-1
https://vevobahis211.blogspot.com/,34,-1
http://vevobahis211.blogspot.com,32,-1
http://corpeletro.com/mobile/login.php?enc=1,44,-1
http://saldaodo-bahianinho.com/mobile/login.php?enc=1...,56,-1
http://arenda167042.000webhostapp.com/,38,-1
http://boxberrydostavka.000webhostapp.com/,42,-1
http://boxbery.000webhostapp.com/,33,-1
http://boommusicfree.000webhostapp.com/,39,-1
http://faceb00kserver.000webhostapp.com/,40,-1
